1,9,16,17,32,33,36      1,8,16,35,43,46
2,4,7,20,22,47,48       2,8,15,21,23,38
3,3,11,13,15,26,31      6,7,26,27,28,35
4,1,3,4,14,30,32        6,18,40,41,45,49
5,19,20,33,37,41,45     1,8,16,29,36,38
6,9,13,16,17,35,43      8,21,22,33,36,44
7,6,9,16,30,31,41       8,14,16,17,27,40
8,8,14,29,30,39,47      8,12,17,19,26,28
9,3,12,15,23,43,46      18,22,24,37,40,42
10,20,21,22,32,44,45    7,9,15,21,36,45
601,1,17,28,33,36,41    7,23,25,31,34,48
11,17,31,35,43,46,49    16,18,23,30,37,40
12,6,20,21,26,39,41     3,7,17,25,32,44
13,14,19,29,38,42,47    9,14,15,26,33,40
14,3,8,10,12,13,22      3,11,18,25,33,47
15,11,27,30,40,43,45    12,15,35,39,40,47
16,13,17,18,27,38,49    2,14,24,33,41,49
17,6,8,10,14,27,49      6,9,17,22,23,42
18,3,11,33,36,37,47     4,6,19,32,42,45
19,12,17,23,28,44,45    4,25,34,42,44,49
20,14,18,24,43,46,49    2,5,6,18,31,44
21,5,6,19,20,25,45      6,12,16,35,37,44
22,1,10,11,31,45,48     3,11,14,24,34,46
23,7,13,15,16,34,37     2,7,14,31,41,47
24,4,14,30,34,36,49     17,18,33,37,42,45
25,2,6,9,19,34,41       1,15,16,21,24,33
26,3,12,16,36,42,44     8,13,22,38,45,47
27,2,3,25,35,37,48      13,16,19,31,32,35
28,8,13,17,22,37,48     2,6,13,29,41,44
29,1,5,21,44,47,48      12,33,34,39,46,49
30,3,8,11,21,33,45      1,5,11,38,39,46
31,16,27,42,43,46,49    3,10,26,33,35,49
32,8,16,35,37,44,47     9,10,12,17,26,47
33,11,14,21,33,39,41    6,8,12,27,29,40
34,3,14,20,28,32,44     2,16,26,36,39,40
35,19,22,24,28,29,45    2,6,10,18,38,46
36,5,17,27,30,41,45     9,16,25,31,36,43
37,9,27,38,40,41,48     2,4,6,18,24,39
38,7,15,17,30,31,33     1,23,25,33,35,47
39,1,25,40,41,47,49     6,37,42,46,48,49
40,4,9,13,14,20,24      9,17,22,32,34,38
41,7,23,26,28,37,49     7,12,36,37,41,48
42,7,29,37,40,41,44     8,9,15,26,42,43
43,4,6,11,28,34,40      10,28,29,30,42,49
44,2,5,15,35,36,38      3,6,7,10,19,22
45,1,10,11,21,29,35     5,7,20,45,47,48
46,13,29,38,43,44,47    10,13,16,17,18,32
47,13,14,27,29,32,38    1,18,19,23,25,36
48,2,3,9,21,30,42       5,8,35,40,43,48
49,4,8,12,30,33,36      15,17,18,22,26,43
50,1,14,20,35,43,49     8,14,23,38,39,45
51,11,15,31,34,39,47    6,11,22,35,42,49
52,1,3,5,6,29,40        4,6,12,26,28,30

