1,16,18,26,40,41,45     10,18,22,23,28,45
2,12,18,27,36,37,40     1,9,14,26,31,32
3,1,5,15,18,26,44       7,9,13,26,35,41
4,3,10,38,44,45,49      15,17,18,20,27,33
5,15,27,32,34,39,42     6,7,17,34,37,43
6,1,16,28,42,45,48      1,3,14,24,30,34
7,1,2,4,21,37,44        4,11,14,19,25,30
8,4,9,17,21,27,31       6,7,19,27,35,48
9,2,5,24,26,35,41       3,21,31,36,40,48
10,4,6,29,45,47,49      2,5,20,28,37,47
601,7,20,21,23,28,40    4,10,14,25,29,42
11,15,19,27,28,29,46    1,12,17,25,37,48
12,15,20,22,31,32,40    10,14,17,29,36,40
13,4,8,15,18,26,44      1,14,19,21,28,44
14,4,14,19,21,41,43     7,21,25,27,38,44
15,2,4,12,22,24,35      8,17,27,38,39,44
16,5,13,15,16,36,49     1,11,19,23,28,48
17,7,8,10,11,26,39      16,20,30,31,33,38
18,1,12,18,30,38,48     5,8,22,28,39,43
19,2,3,19,39,43,46      9,17,20,37,42,46
20,2,5,11,19,39,42      10,11,18,23,26,48
21,8,9,15,21,30,31      7,19,27,36,41,43
22,4,7,8,16,24,45       3,13,15,24,32,39
23,2,6,8,33,45,47       1,4,5,16,22,46
24,11,19,22,29,30,40    7,16,20,23,31,32
25,1,5,19,25,26,45      2,7,10,20,30,39
26,2,5,7,9,14,35        20,23,26,35,41,45
27,10,12,14,20,23,44    1,8,9,30,35,42
28,5,10,17,22,23,25     3,6,23,25,32,42
29,10,13,20,27,41,49    2,11,16,26,28,32
602,11,15,18,22,23,39   7,9,29,35,37,47      2,5,10,13,35,49     5,15,17,18,23,40
30,5,7,33,39,44,47      11,12,17,23,24,49
31,12,17,21,24,36,40    4,16,28,29,42,48
32,14,20,23,30,32,46    3,12,17,31,39,42
33,1,16,22,38,39,43     10,22,32,36,37,48
34,6,7,10,26,29,30      3,7,11,22,28,49
35,2,6,15,24,30,48      1,2,13,21,25,45
36,3,12,20,31,39,41     4,8,11,30,47,48
37,17,19,36,37,39,49    12,16,22,31,36,45
38,1,10,16,21,38,48     1,2,17,21,24,49
39,6,8,17,30,38,46      2,6,7,21,23,28
40,4,6,25,36,47,49      4,8,12,27,29,31
41,10,22,30,33,35,48    4,24,29,30,36,40
42,15,18,23,28,29,41    2,28,32,42,45,49
43,13,24,26,32,33,39    7,14,15,16,33,47
44,4,6,9,13,33,45       26,30,32,36,44,47
45,10,28,29,39,45,48    8,16,24,27,34,42
46,7,25,34,40,44,49     25,26,28,36,46,49
47,5,6,16,34,44,45      7,11,34,39,41,46
603,8,9,10,11,33,46     4,17,23,35,42,46     5,24,28,33,34,43    7,8,23,25,28,38
48,3,18,20,38,43,48     2,23,24,26,41,44
49,15,21,29,31,43,46    8,16,18,42,44,49
50,1,3,12,13,31,38      1,3,11,41,47,48
51,1,2,3,17,20,46       4,9,11,12,28,45
52,5,10,15,17,22,43     1,9,14,31,48,49
